Train Loss,Test Loss
1302.2173630783955,127.76051507790883
90.80957017938296,81.57374200026194
69.97525610377392,67.64321336348851
61.794427468876044,56.520024275779726
55.738363090157506,58.02564446528753
50.278366858512165,46.747923324505486
48.48146587659915,51.26477635900179
43.69209464738766,49.04476832747459
42.53553443476558,38.71529068748156
39.67947104076544,41.038496760527295
37.655530808866025,49.566458527247114
37.21094090119004,34.62207947274049
34.54026374345025,34.78548860251904
34.793567951023576,32.249834243456526
32.42033591071765,30.590338551004727
38.74734714329243,38.35363832116127
31.42445765460531,29.448181941111883
36.04448103321095,34.12781304915746
34.993667259564,30.47453894217809
29.83298676063617,27.049662279089294
29.946735552450022,32.0796865383784
28.72509311934312,28.216310412685075
30.020070391645035,30.87416739364465
29.565460071402292,25.988553926348686
28.525226506218313,26.190379792451857
27.995714460189145,28.183558585246406
28.735842556630573,25.74092434446017
26.9201303580155,27.204567934075992
29.000780753791332,26.610269993543625
29.432736770932873,36.755277980367346
26.699592716122666,27.535536621014277
25.736209481706222,25.252483720580738
27.760645694409806,28.667245802283286
25.78796460504333,25.26611217657725
25.43070867260297,26.119099472959835
25.82400221712887,24.61047982573509
26.970399060224494,27.641492304205894
25.6277579318732,27.090918496251106
25.96368451267481,23.327347239851953
27.330192527671656,24.483938636382423
24.467678122470776,23.24697137673696
26.890096322074534,32.69064032733441
24.444594565282266,24.251252177357674
24.309083894019327,23.494940826793513
25.985810055459538,23.72630540629228
24.269000304862857,24.19735159277916
24.3490283921361,25.170787590742112
28.326978623742857,23.999087278048197
24.118715189769866,25.21248230735461
24.289595102270443,23.11748205522696
